dateStamp,park_sv_id,play_guid,ab_total,ab_count,pitcher_id,batter_id,ab_id,des,type,id,sz_top,sz_bot,pfx_xDataFile,pfx_zDataFile,mlbam_pitch_name,zone_location,pitch_con,stand,strikes,balls,p_throws,gid,pdes,spin,norm_ht,inning,pitcher_team,tstart,vystart,ftime,pfx_x,pfx_z,uncorrected_pfx_x,uncorrected_pfx_z,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,start_speed,px,pz,pxold,pzold,tm_spin,sb
4/3/11,110403_132151nya,,3,1,453286,458731,6,Strikeout,S,49,3.06,1.53,-3.75,10.67,FF,8,2,L,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Called Strike,199.26,0.637909,1,det,0.076653583,-129.5250918,0.306713342,-3.741097946,9.71285696,-3.75,10.67,-3.244944944,55,5.921833216,10.03934567,-132.3111084,-4.168271533,-6.627999889,24.316,-14.97099963,90.52,0.396316279,2.837257471,0.352,2.783,2202,0
4/3/11,110403_132207nya,,3,2,453286,458731,6,Strikeout,S,50,3.2,1.53,-8.04,9.39,FF,12,0.923,L,1,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Called Strike,220.446,-0.0443114,1,det,0.074922829,-132.3203396,0.302186043,-7.964799313,8.471605508,-8.04,9.39,-3.463466216,55,5.764291249,11.17765507,-135.7567026,-4.700716706,-14.53699981,30.70700075,-16.71699992,92.93,-0.081237006,2.384518079,-0.13,2.328,2417,1
4/3/11,110403_132228nya,,3,3,453286,458731,6,Strikeout,S,51,3.17,1.5,-8.25,11.02,FF,16,0.903,L,2,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Called Strike,216.697,-0.4,1,det,0.074323563,-133.3276661,0.30049684,-8.168569313,10.08758982,-8.25,11.02,-3.598887529,55,5.777305107,10.69180822,-136.9688891,-6.250813719,-15.07699977,32.80700113,-13.56000033,93.77,-0.475794329,2.0572196,-0.525,2.001,2698,2
4/3/11,110403_132306nya,,7,1,453286,116539,7,Groundout,B,55,3.6,1.79,-6.02,10.46,FF,22,0.893,R,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,209.809,-1.35028,1,det,0.077051005,-129.0033255,0.306465998,-5.979036687,9.507288159,-6.02,10.46,-3.399346025,55,5.791220469,9.771110092,-131.338867,-6.863510358,-10.60999976,20.26799966,-15.30800047,89.92,-0.222281679,1.535810588,-0.273,1.473,2368,0
4/3/11,110403_132323nya,,7,2,453286,116539,7,Groundout,S,56,3.54,1.67,-8.44,11.96,FF,14,0.923,R,0,1,R,gid_2011_04_03_detmlb_nyamlb_1/,Called Strike,215.086,0.165775,1,det,0.075595435,-131.2162422,0.303982572,-8.356959973,10.99883019,-8.44,11.96,-3.531837838,55,5.767384404,13.77194177,-134.4041748,-4.519092333,-15.07300006,28.22599985,-12.34100047,92.17,0.899970766,2.810685179,0.858,2.76,2855,10
4/3/11,110403_132342nya,,7,3,453286,116539,7,Groundout,S,57,3.46,1.65,-4.51,12.06,FF,13,0.904,R,1,1,R,gid_2011_04_03_detmlb_nyamlb_1/,Called Strike,200.418,-0.286188,1,det,0.074498388,-133.181187,0.299177046,-4.48859223,11.11836888,-4.51,12.06,-3.440697814,55,5.7929976,11.36273196,-136.3187757,-6.035466407,-8.357999908,28.18600084,-11.47599974,93.36,0.51943305,2.348616643,0.481,2.296,2557,11
4/3/11,110403_132400nya,,7,4,453286,116539,7,Groundout,S,58,3.45,1.79,-8.27,11.05,FF,7,2,R,2,1,R,gid_2011_04_03_detmlb_nyamlb_1/,Foul,216.677,0.356627,1,det,0.073493618,-135.01447,0.294995887,-8.184995047,10.14874682,-8.27,11.05,-3.533773397,55,5.691533295,12.22546488,-138.1577616,-4.16011858,-15.67599975,28.62199976,-12.74199953,94.61,0.130819084,2.96341471,0.089,2.916,2779,12
4/3/11,110403_132421nya,,7,5,453286,116539,7,Groundout,B,59,3.52,1.71,-9.92,11.47,FF,24,0.892,R,2,1,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,220.725,-1.8674,1,det,0.073613338,-134.640891,0.297302427,-9.813270587,10.55361461,-9.92,11.47,-3.404366585,55,5.744607144,17.16617272,-138.2373303,-9.180954888,-18.50399982,32.71299936,-12.27900019,95.18,2.051982554,0.987568725,2.02,0.925,3008,12
4/3/11,110403_132441nya,,7,6,453286,116539,7,Groundout,B,60,3.44,1.59,-8.12,10.83,FF,24,2,R,2,2,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,216.716,-1.79892,1,det,0.075210282,-131.8690915,0.30266957,-8.038678289,9.893757926,-8.12,10.83,-3.572420341,55,5.62940702,16.29931223,-135.1302235,-8.415256538,-14.62500011,29.02400018,-14.17899981,92.98,1.932672055,0.915704621,1.899,0.851,2649,22
4/3/11,110403_132502nya,,7,7,453286,116539,7,Groundout,X,61,3.45,1.79,-7.13,9.31,FF,18,2,R,2,3,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, out(s)",217.323,-0.472289,1,det,0.074580658,-133.0120433,0.299775885,-7.068287615,8.405487266,-7.13,9.31,-3.437837954,55,5.611859484,11.74307358,-136.2123476,-4.6836491,-13.10900031,28.71999933,-16.59000006,93.27,0.282671422,2.283328421,0.24,2.228,2321,32
4/3/11,110403_132542nya,,3,1,453286,407893,8,Single,B,65,3.35,1.61,-4.05,8.19,FF,0,0.894,L,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,206.156,1.11264,1,det,0.075287773,-131.6813888,0.303627419,-4.031820451,7.284822546,-4.05,8.19,-3.330017109,55,5.84692189,7.292906548,-135.0938124,-1.689502867,-7.289000141,30.34499933,-19.00900069,92.25,-0.926534327,3.498520341,-0.979,3.448,1780,0
4/3/11,110403_132553nya,,3,2,453286,407893,8,Single,B,66,3.38,1.61,-6.35,10.43,FF,5,2,L,0,1,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,211.204,0.99209,1,det,0.074427078,-133.1264073,0.301110343,-6.296853572,9.503761174,-6.35,10.43,-3.519117588,55,5.846536868,6.480922659,-136.8096135,-2.85002726,-11.57499992,33.14100076,-14.70899954,93.4,-1.830951606,3.421759268,-1.889,3.373,2388,10
4/3/11,110403_132608nya,,3,3,453286,407893,8,Single,X,67,3.28,1.51,-6.14,8.72,FF,12,0.905,L,0,2,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, no out",215.012,0.280226,1,det,0.074551686,-133.137255,0.298775656,-6.093536607,7.833705752,-6.14,8.72,-3.374473667,55,5.776033226,10.58442443,-136.1199055,-3.90889169,-11.37699996,26.77000047,-17.5529994,93.13,0.010031869,2.695940515,-0.034,2.643,2126,20
4/3/11,110403_132652nya,,3,1,453286,121347,9,Lineout,S,71,3.3,1.59,-7.96,10.38,FF,11,0.919,R,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Called Strike,217.33,0.00584795,1,det,0.074263492,-133.3923323,0.300784826,-7.8780781,9.458253706,-7.96,10.38,-3.499217014,55,5.652840591,10.34844825,-137.1648801,-4.613689804,-14.51299964,34.02300073,-14.75500002,93.84,-0.468870734,2.503301712,-0.519,2.45,2556,0
4/3/11,110403_132713nya,,3,2,453286,121347,9,Lineout,S,72,3.47,1.62,-10.45,5.16,CH,16,2,R,1,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Foul Tip,243.448,-0.912432,1,det,0.085275387,-116.2392648,0.34421668,-10.32100188,4.075651918,-10.45,5.16,-3.423669049,55,5.790663078,9.089015226,-119.3095834,-2.262974473,-14.51799976,24.10700037,-26.44599905,81.6,-0.751793133,1.782920402,-0.836,1.701,1995,1
4/3/11,110403_132734nya,,3,3,453286,121347,9,Lineout,X,73,3.47,1.62,-2.85,11.64,FF,17,2,R,2,0,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, out(s)",193.659,-0.36,1,det,0.076477301,-129.7175084,0.307346348,-2.850289624,10.65698864,-2.85,11.64,-3.641068107,55,5.415291882,9.09404294,-132.8260216,-4.650527948,-5.028999912,27.20400049,-13.37600031,90.83,-0.253891026,2.265753606,-0.3,2.212,2314,2
4/3/11,110403_133915nya,,4,1,453286,429664,14,Groundout,S,114,3.37,1.64,-7.29,9.83,FF,11,0.928,L,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Foul,216.416,-0.287861,2,det,0.076219935,-130.0685491,0.307417289,-7.225693166,8.882561667,-7.29,9.83,-3.40469985,55,5.88902984,9.374463199,-133.4463468,-5.005650528,-12.74300014,29.67000009,-16.51399985,91.27,-0.586299446,2.31506132,-0.641,2.256,2353,0
4/3/11,110403_133939nya,,4,2,453286,429664,14,Groundout,B,115,3.49,1.64,1.4,0.25,SL,24,2,L,1,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,102.184,-2.39135,2,det,0.086309455,-114.8313243,0.348642545,1.312028256,-0.778173641,1.4,0.25,-3.369714882,55,6.055481354,10.23938306,-117.9103177,-3.788091713,1.799000037,23.88699915,-33.2460002,80.74,1.725100638,0.4557782,1.673,0.353,241,1
4/3/11,110403_133958nya,,4,3,453286,429664,14,Groundout,B,116,3.55,1.6,-12.09,10.31,FT,24,2,L,1,1,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,229.403,-1.73026,2,det,0.075218001,-131.7537915,0.303967925,-11.9429864,9.369559557,-12.09,10.31,-3.457721699,55,5.759922753,17.15249581,-135.3173367,-8.364009008,-21.54299937,31.72400095,-15.27799979,93.17,1.816057739,0.954179901,1.776,0.888,3078,11
4/3/11,110403_134025nya,,4,4,453286,429664,14,Groundout,X,117,3.37,1.64,-13.71,6.14,CH,11,2,L,1,2,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, out(s)",245.693,0.151445,2,det,0.085633324,-115.838942,0.344286149,-13.52769173,5.030300857,-13.71,6.14,-3.360578291,55,5.858854821,10.55575741,-118.6419001,-0.741792836,-19.02100002,21.90799905,-25.10600081,81.21,-0.496693032,2.70928347,-0.584,2.636,2582,21
4/3/11,110403_134110nya,,1,1,453286,430897,15,Single,X,121,3.17,1.49,-11.38,9.96,FT,12,2,L,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, no out",228.675,-0.0178571,2,det,0.076094487,-130.4351254,0.304993479,-11.24791595,9.017643804,-11.38,9.96,-3.408744915,55,5.935318155,12.03931068,-133.3656324,-5.155129006,-20.15299998,25.76899911,-16.02200022,91.37,-0.134346987,2.372306063,-0.189,2.315,2949,0
4/3/11,110403_134204nya,,1,1,453286,120691,16,Home Run,X,125,3.44,1.75,-9.45,8.68,FF,12,2,L,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, run(s)",227.263,-0.377515,2,det,0.076812217,-129.0932415,0.309448008,-9.343305949,7.733421849,-9.45,8.68,-3.487201362,55,5.695325846,11.96681449,-132.3628159,-3.950991707,-16.26199924,28.49500085,-18.71899977,90.66,0.125918899,2.335265328,0.074,2.276,2451,0
4/3/11,110403_134250nya,,5,1,453286,434158,17,Strikeout,B,132,3.3,1.56,-7.08,6.99,FF,5,0.911,L,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,225.148,0.81954,2,det,0.074586581,-132.9097568,0.300916938,-7.013537193,6.124145753,-7.08,6.99,-3.381171476,55,5.786855076,7.793263729,-136.3827461,-1.974278469,-12.90899955,31.17499925,-20.9069995,93.15,-1.265174921,3.195673225,-1.32,3.143,1954,0
4/3/11,110403_134302nya,,5,2,453286,434158,17,Strikeout,S,133,3.32,1.71,-11.11,5.97,CH,16,2,L,0,1,R,gid_2011_04_03_detmlb_nyamlb_1/,Swinging Strike,241.507,-0.70559,2,det,0.083629061,-118.5953169,0.336530479,-10.97351346,4.91902023,-11.11,5.97,-3.30309083,55,5.935793792,9.801092433,-121.5244797,-2.723763976,-16.14900027,23.44499971,-24.94000044,83.15,-0.499693833,2.023384673,-0.579,1.947,2217,10
4/3/11,110403_134315nya,,5,3,453286,434158,17,Strikeout,B,134,3.31,1.42,-10.45,6.33,CH,5,2,L,1,1,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,238.552,0.622222,2,det,0.084607231,-117.4154126,0.337524923,-10.32758256,5.268030764,-10.45,6.33,-3.32216876,55,5.911505924,8.579937817,-119.7412172,-0.549832521,-15.10900031,18.38599969,-24.47200003,81.85,-0.967498947,3.021776489,-1.051,2.953,2165,11
4/3/11,110403_134328nya,,5,4,453286,434158,17,Strikeout,S,135,3.32,1.71,-9.76,6.33,CH,12,2,L,1,2,R,gid_2011_04_03_detmlb_nyamlb_1/,Foul,236.805,0.0285714,2,det,0.085331633,-116.4656681,0.339693268,-9.646499786,5.247313613,-9.76,6.33,-3.273507944,55,5.825923954,10.40702,-118.6315381,-1.134031075,-13.93299972,16.97299959,-24.60000029,81.2,0.068411369,2.610086222,-0.008,2.538,2052,21
4/3/11,110403_134349nya,,5,5,453286,434158,17,Strikeout,S,136,3.32,1.71,-9.02,12.31,FF,5,0.835,L,2,2,R,gid_2011_04_03_detmlb_nyamlb_1/,Swinging Strike,216.136,0.762733,2,det,0.073448511,-134.8995942,0.297157096,-8.929485905,11.37298804,-9.02,12.31,-3.369751379,55,5.81631174,9.821578405,-138.6332952,-4.313894484,-16.8540002,34.04300119,-10.71300021,94.81,-0.768795558,3.174728339,-0.82,3.129,3022,22
4/3/11,110403_134420nya,,6,1,453286,431145,18,Single,S,140,3.3,1.59,-7.43,10.44,FF,19,0.934,R,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Called Strike,215.308,-0.390643,2,det,0.075385941,-131.5344517,0.303716898,-7.359960863,9.497437547,-7.43,10.44,-3.317435092,55,5.752507486,13.10001844,-134.8694257,-5.48291723,-13.29800044,29.61499979,-15.01899996,92.46,0.983983258,2.168234802,0.942,2.111,2496,0
4/3/11,110403_134434nya,,6,2,453286,431145,18,Single,S,141,3.19,1.48,-1.9,4.12,SL,24,2,R,1,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Swinging Strike,204.529,-1.05029,2,det,0.084227837,-117.6831907,0.340015688,-1.931160615,3.070850062,-1.9,4.12,-3.419266838,55,6.079959972,10.04772721,-120.7969097,-3.319382232,-2.784000027,24.75200082,-27.75200072,82.68,0.959024107,1.522969889,0.901,1.437,792,1
4/3/11,110403_134452nya,,6,3,453286,431145,18,Single,B,142,3.27,1.49,0.15,7.9,SL,24,2,R,2,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,178.935,-1.18539,2,det,0.084693424,-117.0458446,0.341743245,0.090394261,6.776065142,0.15,7.9,-3.204818842,55,6.185928593,11.66660766,-120.1139032,-4.934043132,0.129000006,24.25399973,-22.50900069,82.35,2.272062175,1.408121103,2.225,1.325,1369,2
4/3/11,110403_134509nya,,6,4,453286,431145,18,Single,B,143,3.15,1.46,-0.23,3.48,SL,24,2,R,2,1,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,183.638,-1.4284,2,det,0.085039999,-116.5524495,0.343403384,-0.285144797,2.431867231,-0.23,3.48,-3.359534747,55,5.9252091,10.21991279,-119.6567318,-3.30981111,-0.403000015,24.44199945,-28.74200049,81.91,1.403389,1.188206956,1.349,1.098,607,12
4/3/11,110403_134530nya,,6,5,453286,431145,18,Single,B,144,3.22,1.55,-13.44,13,FT,18,2,R,2,2,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,225.853,-0.873054,2,det,0.073986664,-133.9259868,0.29924168,-13.2797886,12.04298554,-13.44,13,-3.59320742,55,5.734815387,14.92407041,-137.6099195,-7.817653878,-24.71699916,33.34399988,-9.763999847,94.53,0.446863227,1.712203471,0.4,1.656,3676,22
4/3/11,110403_134549nya,,6,6,453286,431145,18,Single,X,145,3.19,1.48,-8.33,12.13,FF,2,0.893,R,2,3,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, no out",214.371,1.53216,2,det,0.07408068,-133.7969293,0.299123981,-8.248178028,11.18689958,-8.33,12.13,-3.54148902,55,5.764983113,11.86468608,-137.3545351,-2.746388973,-15.36400043,32.1550007,-11.34100047,94.02,0.030355043,3.687523116,-0.014,3.645,2902,32
4/3/11,110403_134653nya,,2,1,453286,458731,19,Forceout,B,150,3.17,1.45,-7.09,10.26,FF,0,0.922,L,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,214.498,1.32558,2,det,0.076822754,-129.198536,0.307913537,-7.026614226,9.303209831,-7.09,10.26,-3.580557887,55,5.692500022,8.199225061,-132.1015204,-1.844843368,-12.35200034,25.28499986,-15.82499972,90.25,-1.218180558,3.498734494,-1.277,3.45,2412,0
4/3/11,110403_134741nya,,2,2,453286,458731,19,Forceout,X,151,3.18,1.41,-7.52,8.82,FF,16,2,L,0,1,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, out(s)",220.275,-0.420339,2,det,0.077284922,-128.3716864,0.310465995,-7.445482096,7.867666287,-7.52,8.82,-3.542550465,55,5.711512594,10.05269372,-131.4187956,-4.790569827,-12.8739997,26.38699915,-18.57500067,89.92,-0.428533971,1.986022271,-0.484,1.923,2216,10
4/3/11,110403_140659nya,,2,1,453286,116539,26,Groundout,S,220,3.58,1.79,-8.92,9.92,FF,13,2,R,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Called Strike,221.836,0.139665,3,det,0.07691294,-129.0432621,0.308323134,-8.831176905,8.960082495,-8.92,9.92,-3.559780866,55,5.796836485,12.35783058,-131.9540961,-3.442633451,-15.48299991,25.32399942,-16.47000018,90.39,0.28393598,2.864372741,0.234,2.81,2574,0
4/3/11,110403_140715nya,,2,2,453286,116539,26,Groundout,X,221,3.45,1.79,2.5,3.08,SL,12,2,R,1,0,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, out(s)",141.507,0.145783,3,det,0.087565621,-113.2541413,0.352533384,2.384680616,1.978284989,2.5,3.08,-3.361103161,55,6.0695377,6.430694129,-116.0803623,0.417930554,3.198000086,21.60499956,-29.52600089,79.27,0.120691055,2.822595488,0.054,2.741,670,1
4/3/11,110403_140751nya,,2,1,453286,407893,27,Home Run,B,225,3.57,1.46,-8.27,12.51,FF,18,2,L,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,213.369,-0.412322,3,det,0.074847764,-132.5370475,0.300853441,-8.191226892,11.55178576,-8.27,12.51,-3.280585453,55,5.920436861,11.8678054,-135.7268911,-6.921595979,-15.08300029,28.52400018,-10.9079999,93.01,0.332672103,2.135179907,0.287,2.08,2956,0
4/3/11,110403_140802nya,,2,2,453286,407893,27,Home Run,X,226,3.28,1.51,-10.14,1.8,CH,16,2,L,0,1,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, run(s)",259.642,-0.325424,3,det,0.083794531,-118.5040567,0.335030527,-10.02666171,0.828371916,-10.14,1.8,-3.307846066,55,5.99094468,9.397306518,-121.0018242,-1.141750602,-14.88799964,19.941,-30.94899931,82.75,-0.559508522,2.18694457,-0.637,2.107,1831,10
4/3/11,110403_140848nya,,6,1,453286,121347,28,Strikeout,B,231,3.65,1.83,2.44,2.26,SL,24,2,R,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,133.563,-1.71868,3,det,0.087974878,-112.7286265,0.354158345,2.327695353,1.164976183,2.44,2.26,-3.362942758,55,5.974638252,7.963607434,-115.5377135,-2.249066467,3.093000067,21.37400056,-30.63100043,78.98,0.868677444,1.27131614,0.807,1.176,560,0
4/3/11,110403_140900nya,,6,2,453286,121347,28,Strikeout,S,232,3.57,1.69,0.65,1.97,SL,11,2,R,0,1,R,gid_2011_04_03_detmlb_nyamlb_1/,Called Strike,162.208,0.110638,3,det,0.087192923,-113.8814109,0.348681134,0.577741197,0.918404253,0.65,1.97,-3.433555793,55,6.00454915,6.091830752,-116.2934038,0.746975304,0.792000008,18.50600053,-30.91999998,79.4,-0.424621242,2.814999074,-0.496,2.734,364,10
4/3/11,110403_140912nya,,6,3,453286,121347,28,Strikeout,B,233,3.58,1.74,-6.69,10.22,FF,14,0.925,R,1,1,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,213.064,-0.238043,3,det,0.074167038,-133.7975645,0.297591934,-6.629319147,9.318030144,-6.69,10.22,-3.431792055,55,5.708802164,13.75141606,-136.8855297,-4.881133766,-12.47599994,27.86199953,-14.64299956,93.86,1.144019793,2.493972962,1.108,2.441,2440,11
4/3/11,110403_140925nya,,6,4,453286,121347,28,Strikeout,B,234,3.54,1.66,-8.36,1.86,CH,24,2,R,1,2,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,257.085,-1.22447,3,det,0.084244592,-117.8299664,0.337452755,-8.269328289,0.874555049,-8.36,1.86,-3.381984347,55,5.760591119,11.82026989,-120.4365434,-1.96259815,-12.10299979,20.70199968,-30.89900008,82.52,0.7957787,1.534168928,0.73,1.449,1508,21
4/3/11,110403_140938nya,,6,5,453286,121347,28,Strikeout,S,235,3.47,1.62,-12.39,0.55,CH,21,2,R,1,3,R,gid_2011_04_03_detmlb_nyamlb_1/,Swinging Strike,267.218,-1.19243,3,det,0.083169104,-119.2679121,0.334427391,-12.23055868,-0.397932205,-12.39,0.55,-3.584203148,55,5.805013932,10.52790205,-122.1635168,-1.809405835,-18.22599994,23.30299951,-32.77199927,83.61,-0.672517757,1.527613429,-0.751,1.442,2191,31
4/3/11,110403_140952nya,,6,6,453286,121347,28,Strikeout,S,236,3.56,1.74,-8.35,9.31,FF,9,0.912,R,2,3,R,gid_2011_04_03_detmlb_nyamlb_1/,Called Strike,221.739,0.278022,3,det,0.073750759,-134.5166494,0.296347272,-8.267008547,8.429830041,-8.35,9.31,-3.571885306,55,5.561861297,14.13976392,-137.7295863,-3.131305985,-15.68900024,29.1569996,-16.18099966,94.42,0.879988471,2.951714508,0.843,2.903,2504,32
4/3/11,110403_141024nya,,1,1,453286,429664,29,Home Run,X,240,3.37,1.64,0.83,4.38,SL,19,2,L,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, run(s)",169.494,-0.634682,3,det,0.085488436,-115.9537694,0.345009071,0.749182769,3.305259633,0.83,4.38,-3.397429162,55,5.993816626,8.543738609,-119.0039774,-1.855510496,1.049000037,23.88899995,-27.5510005,81.36,0.758289252,2.038817156,0.7,1.956,769,0
4/3/11,110403_141135nya,,2,1,453286,430897,30,Single,S,245,3.2,1.56,-7.67,10.16,FF,6,0.917,L,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Called Strike,216.914,0.534146,3,det,0.074100667,-133.789098,0.29886232,-7.597626174,9.251986869,-7.67,10.16,-3.368038175,55,5.907517932,10.48459035,-137.2616944,-4.361413608,-14.17700015,31.37500002,-14.91499987,93.91,-0.263083606,2.870550221,-0.31,2.818,2517,0
4/3/11,110403_141146nya,,2,2,453286,430897,30,Single,X,246,3.21,1.54,4.69,2.25,SL,13,2,L,1,0,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, no out",116.192,-0.148503,3,det,0.086732561,-114.3549075,0.348966398,4.541084755,1.18660026,4.69,2.25,-3.404049201,55,6.071161021,6.21672904,-117.169684,-0.492922713,6.215000046,21.72299959,-30.55500021,80,0.282515607,2.336735071,0.222,2.251,884,1
4/3/11,110403_141231nya,,2,1,453286,120691,31,Field Error,B,250,3.4,1.77,-5.4,10.71,FF,5,2,L,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,206.629,0.628221,3,det,0.075558476,-131.2096502,0.304718682,-5.359502587,9.756300503,-5.4,10.71,-3.500096657,55,5.697816234,6.964826901,-134.6097409,-3.045919446,-9.619999992,30.12700082,-14.66699973,91.93,-1.430474752,3.14718653,-1.487,3.097,2326,0
4/3/11,110403_141318nya,,2,2,453286,120691,31,Field Error,X,251,3.44,1.75,-6.69,10.66,FF,11,0.924,L,0,1,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, no out",211.963,0.228402,3,det,0.076237648,-130.2345726,0.305013987,-6.629197116,9.711584323,-6.69,10.66,-3.45190586,55,5.644126045,9.288930536,-133.0273802,-3.595500771,-11.87599956,24.50799944,-14.78100005,90.95,-0.602470879,2.840458389,-0.656,2.788,2462,10
4/3/11,110403_141421nya,,7,1,453286,434158,32,Flyout,B,257,3.32,1.51,-8.84,12.52,FF,19,0.864,L,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,215.128,-0.742541,3,det,0.073626753,-134.722384,0.296094572,-8.752120269,11.58690608,-8.84,12.52,-3.396398021,55,5.593873636,13.64719287,-138.00272,-7.289730003,-16.6380006,29.82099916,-10.15200034,94.68,0.773731064,1.79647668,0.734,1.743,3068,0
4/3/11,110403_141442nya,,7,2,453286,434158,32,Flyout,B,258,3.23,1.6,-12.24,-0.06,CH,21,2,L,0,1,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,270.023,-2.08221,3,det,0.084981885,-116.8652757,0.339517304,-12.09041836,-1.024306822,-12.24,-0.06,-3.575580439,55,5.688223503,11.10424736,-119.2776704,-2.602266669,-17.4809991,18.98900034,-33.65999976,81.7,-0.297411146,0.810658916,-0.376,0.718,2148,10
4/3/11,110403_141522nya,,7,3,453286,434158,32,Flyout,S,259,3.23,1.45,-8.67,1.95,CH,6,2,L,0,2,R,gid_2011_04_03_detmlb_nyamlb_1/,Called Strike,256.98,0.541573,3,det,0.084922967,-116.8135514,0.34134155,-8.58195921,0.938869997,-8.67,1.95,-3.364438351,55,5.732266083,8.466112058,-119.6231407,1.164906094,-12.27600013,22.14299966,-30.83600035,81.77,-0.746062514,2.897579426,-0.827,2.822,1542,20
4/3/11,110403_141545nya,,7,4,453286,434158,32,Flyout,S,260,3.32,1.71,-5.93,11.23,FF,7,0.913,L,1,2,R,gid_2011_04_03_detmlb_nyamlb_1/,Swinging Strike,207.74,0.817391,3,det,0.073678684,-134.5259348,0.297512806,-5.887588362,10.30991871,-5.93,11.23,-3.444178569,55,5.488420932,10.96008447,-138.105927,-2.969830844,-11.0859996,32.5339985,-12.7659997,94.48,0.101919394,3.217880406,0.06,3.173,2519,21
4/3/11,110403_141613nya,,7,5,453286,434158,32,Flyout,B,261,3.24,1.54,-6.3,8.44,FF,14,0.911,L,2,2,R,gid_2011_04_03_detmlb_nyamlb_1/,Ball,216.59,-0.0741176,3,det,0.073455088,-135.001221,0.295828641,-6.252742103,7.578587905,-6.3,8.44,-3.461564765,55,5.385038771,13.7669656,-138.396386,-3.814260063,-11.9080001,30.941,-17.7460002,94.86,1.142425157,2.378746929,1.109,2.327,2109,22
4/3/11,110403_141638nya,,7,6,453286,434158,32,Flyout,S,262,3.32,1.71,-8.43,-0.78,CH,16,2,L,2,3,R,gid_2011_04_03_detmlb_nyamlb_1/,Foul,274.941,-0.855901,3,det,0.084290267,-117.708317,0.338521721,-8.343116727,-1.729268169,-8.43,-0.78,-3.329619573,55,5.592759836,8.765472709,-120.4855922,0.12826665,-12.13399993,22.05100061,-34.69400015,82.37,-0.567179756,1.910082128,-0.644,1.826,1479,32
4/3/11,110403_141709nya,,7,7,453286,434158,32,Flyout,X,263,3.32,1.71,-8.25,11.6,FF,9,2,L,2,3,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, out(s)",215.293,0.346584,3,det,0.07268745,-136.3756619,0.293332753,-8.167822696,10.70268196,-8.25,11.6,-3.443236186,55,5.531090534,14.11560136,-139.9592483,-4.396286079,-15.82100021,33.00900079,-11.44799986,95.96,0.952045217,2.839715671,0.916,2.794,2865,32
4/3/11,110403_142630nya,,1,1,453286,431145,37,Double,X,296,3.19,1.48,-7.04,9.69,FF,12,2,R,0,0,R,gid_2011_04_03_detmlb_nyamlb_1/,"In play, no out",215.83,-0.0467836,4,det,0.078040148,-126.9613523,0.315749824,-6.971279779,8.691667348,-7.04,9.69,-3.32560515,55,5.782301225,9.696582575,-130.4788679,-4.110659064,-11.65400039,30.18499948,-17.64900008,89.25,-0.2228398,2.35635951,-0.28,2.295,2232,0
